,address,city,area,rooms,bathrooms,garage,amenites,price_rent,condo,crawled_at
6546,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6547,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6548,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6549,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6550,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6551,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6552,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6553,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6554,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6555,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6556,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6557,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6558,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
6559,"Rua Marquês de Alegrete, 99 - Pina, Recife - PE",recife,,,,,None,None,,2022-06-23 21:37
